text,class
RT @MarieHavard_: @lilyBFrancis @amazon @AmazonKindle @VendrediLecture @sudouest La couverture est superbe <U+0001F44C>,Neutral
Its funny how @amazon cancelled my preorder for a game due to stock issues but you can still preorder it. Just admi… https://t.co/xmqdQv7l0X,negative
RT @latablablog: ComTrade es conocida por haber escrito el código de la aplicación de almacén robotizado de @Amazon y ahora además maneja l…,Neutral
RT @latablablog: @amazon No está claro públicamente cuáles son los nexos con #España de Lope-Bello (ni el interés del gobierno español en h…,Neutral
<U+300C><U+30D4><U+30EB><U+3068><U+6027><U+611F><U+67D3><U+75C7><U+304C><U+3088><U+304F><U+308F><U+304B><U+308B><U+672C><U+2015><U+3084><U+3055><U+3057><U+3044><U+907F><U+598A><U+306E><U+3059><U+3079><U+3066><U+300D> <U+3092> 400 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/cemm1DbUD8,Neutral
"RT @gmcolli: Mira lo que me recomienda hoy Amazon, @MasTwitts <U+0001F60A>
La aventura de tu cerebro  https://t.co/H0a4fcMDXu vía @amazon",Neutral
@amazonIN @amazon @AmazonINoffers FALSE CASH BACK Promise. No Full cash back received for https://t.co/HNRz432pbn… https://t.co/qM52sGiTz0,positive
Immer noch auf Platz 1 in gratis Kurzgeschichten. Noch weitere 6 Geschichten unter neuem Namen unter den Top100: In… https://t.co/TxAQsvLsBp,positive
"RT @MarkSKrikorian: .@Amazon gets a federal subsidy of about $25 million per year for NOT hiring Americans &amp; hiring foreign \students\"" (who…""",Neutral
Kate Bush: Remastered Part 1 (7cd) Rhino Records https://t.co/Q7GMo4E99k via @amazon,Neutral
"@MorrisonSeth Seth,
Will the @fightthefury EP be available on CD? I checked @amazon &amp; it’s not on CD, yet.",positive
"@bptcool @amazonIN Yes, we need to literally beg for getting the delivery done even if we are paying whatever they… https://t.co/QUHDOXDL7T",negative
"@johnlcooper John,
Will the @fightthefury EP be available on CD? I’m not finding it on CD yet @amazon.",positive
Super Cute Tee Shirt - Santa Monica California Flower Santa Monica California... https://t.co/XJAIhVwb8H via @amazon,positive
Tom Petty and The Heartbreakers: The Best Of Everything- The Definitive Career Spanning Hits Collection [2 CD]...… https://t.co/Zrw7ccarie,Neutral
@EdenTrainingUK @ruth120067 @amazon @Love2shop_UK <U+0001F496><U+0001F91E><U+0001F60D>,Neutral
"RT @ETMarkets: A disappointing quarterly report from @amazon wiped $65 billion off the online retailer's m-cap!
https://t.co/MI5PjOQZ0z",negative
@juliagalef @chipro @MrMeritology @mark_riedl @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber @DeepMindAI… https://t.co/RrLwo8C0Z1,Neutral
@BatuniBasanti <U+0938><U+092C> <U+0924><U+094B> <U+0928><U+0938><U+0940><U+092C> <U+0938><U+0947> <U+092E><U+093F><U+0932><U+0924><U+093E> <U+0939><U+0948> <U+092B><U+093F><U+0930> <U+092A><U+0924><U+0940> <U+092A><U+0924><U+094D><U+0928><U+0940> <U+0915,Neutral
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
"@Nikki_Keerthy <U+0928><U+093F><U+0924><U+094D><U+092F> <U+0936><U+094D><U+0930><U+0940><U+092D><U+0917><U+0935><U+0926><U+094D><U+0917><U+0940><U+0924><U+093E> , <U+092A><U+0941><U+0930><U+093E><U+0923><U+094B>, <U+0930><U+093E><U+092E><U+093E><U+092F><U",Neutral
RT @OliverMcGee: @RealCandaceO .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee http…,Neutral
"RT @slpng_giants: Hell, @amazon might stop advertising on Breitbart before this game is over.",negative
@CapitalistSage <U+092D><U+0917><U+0935><U+093E><U+0928> <U+0938><U+092C><U+0915><U+0941><U+091B> <U+0926><U+0947><U+0924><U+093E> <U+0939><U+0948> <U+092B><U+093F><U+0930> <U+092A><U+0924><U+0940> <U+0915><U+0947> <U+0932><U+092E><U+094D><U+092C><U+0940>,Neutral
@juliagalef @chipro @MrMeritology @mark_riedl @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber @DeepMindAI… https://t.co/Dtcluxosfx,Neutral
The Rolling Stones: Beggars Banquet [50th Anniversary Edition] ABKCO https://t.co/8KXAm84vXe via @amazon,Neutral
RT @KZ_Howell: Professor August Bench is asked by the NSA to research the abilities of Edgar Cayce and develop a method of duplicating the…,Neutral
"RT @Sagarika__A: How @AmazonHelp resolves a problem.. log a complaint, wait for 48 hrs. Then 1st level escalation, wait for another 48hrs.…",negative
"<U+300C>Sweet Baku <U+30A2><U+30F3><U+30C6><U+30A3><U+30FC><U+30AF><U+98A8> <U+30EC><U+30C8><U+30ED><U+30CE><U+30FC><U+30C8> B5 <U+7E26><U+66F8><U+304D> <U+30AF><U+30E9><U+30D5><U+30C8> <U+7F6B><U+7DDA><U+5165><U+308A> <U+6587><U+623F><U+5177> <U+304A><U+3057><U+3083><U+308C> <U+81EA><U+7531><U+5E33> <U+5168>8<U+8272> (<U+30D6><U+30EB><U+30FC>)<U+300D> <U+3092> 1,280 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/QY1MYzVP1q",Neutral
"RT @TheMysteryLadie: Buy Now!
Last call at midnight could be fatal! TWELVE TO MURDER is a clever blend of comedy, #mystery &amp; sappy love sto…",negative
Thomas Kinkade: The Disney Dreams Collection 2018 Wall Calendar featuring Mickey and Minnie Mouse – NEW! – Availabl… https://t.co/XpcPQTFGlv,Neutral
"<U+300C>Sweet Baku <U+30A2><U+30F3><U+30C6><U+30A3><U+30FC><U+30AF><U+98A8> <U+30EC><U+30C8><U+30ED><U+30CE><U+30FC><U+30C8> B5 <U+7E26><U+66F8><U+304D> <U+30AF><U+30E9><U+30D5><U+30C8> <U+7F6B><U+7DDA><U+5165><U+308A> B5 <U+30AF><U+30E9><U+30D5><U+30C8> <U+6587><U+623F><U+5177> <U+304A><U+3057><U+3083><U+308C> <U+81EA><U+7531><U+5E33> <U+5168>8<U+8272> (<U+30D4><U+30F3><U+30AF>)<U+300D> <U+3092> 1,280 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/0gDiu1hL93",Neutral
RT @MoisBenarroch: En las puertas de Tánger (Áncora y Delfín): La epopeya de los judíos sefardíe... https://t.co/U6e6qDHa6H via @amazon,Neutral
"Wie Mann Trennungsschmerzen bekämpft: Dein Schmerz, Dein Kampf, Deine Heilung... https://t.co/AeFuodDQyZ via @amazon",Neutral
"@OnkarDr @MonikaBarange <U+0930><U+094B><U+091F><U+0940> <U+0926><U+0947><U+0928><U+0947><U+0935><U+093E><U+0932><U+093E> <U+0924><U+094B> <U+0908><U+0936><U+094D><U+0935><U+0930> <U+0939><U+0948> , <U+0909><U+0938><U+0940><U+0915><U+0940> <U+0939><U+0940",Neutral
"RT @MoisBenarroch: Amor urgente, amor latente, amor diario, amor ausente, amor de siempre, amor imaginado, amor vivido, amor casado, amor h…",Neutral
"Only 99 cents through Oct 30th! 

Nurse Blood (Organ Harvester Series Book 1) by Rebecca Besser… https://t.co/0WsmlVfsUN",Neutral
Price: $15.99 #Cute #Doberman Vector For #PinscherLovers #TShirt #Clothing #MensTShirts #WomensTShirts #KidsTShirts… https://t.co/pjtgj7xMEc,positive
<U+5C0F><U+5206><U+3051><U+3067><U+304A><U+8A66><U+3057><U+3057><U+305F><U+3044><U+65B9><U+306B><U+30AA><U+30B9><U+30B9><U+30E1><U+300C> #<U+30A2><U+30F3><U+30B7><U+30A7><U+30F3><U+30C8><U+30E1><U+30E2><U+30EA><U+30FC><U+30AA><U+30A4><U+30EB> #<U+5C0F><U+5206><U+3051><U+304A><U+8A66><U+3057><U+30BB><U+30C3><U+30C8> (0.5ml×2<U+672C>)2018-19<U+5E74> #<U+9650><U+5B9A> #Charisma ( #<U+30AB><U+30EA><U+30B9><U+30DE> )<U+5FA9><U+6D3B> #Heart’s Desire  ( #<U+5FC3><U+306E><U+671B><U+307F> )… https://t.co/QQSedXmz6g,positive
"<U+5165><U+8377><U+3057><U+307E><U+3057><U+305F>!<U+300C> #<U+30A2><U+30F3><U+30B7><U+30A7><U+30F3><U+30C8><U+30E1><U+30E2><U+30EA><U+30FC><U+30AA><U+30A4><U+30EB> #Heart’s Desire  #<U+5FC3><U+306E><U+671B><U+307F> (<U+901A><U+5E38><U+30DC><U+30C8><U+30EB>) <U+3010><U+3042><U+306A><U+305F><U+306E><U+5FC3><U+304C><U+671B><U+3080><U+3082><U+306E><U+3092><U+5F15><U+304D><U+5BC4><U+305B><U+308B><U+3011><U+300D> <U+3092> 2,916<U+5186> <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/gwa8Hc6B7y",Neutral
RT @OliverMcGee: @RealCandaceO .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republican in the Age of Obama” by @OliverMcGee http…,Neutral
RT @Rugigana04: The book will be out in March and It’s already on @amazon...Go and pre-order yours..<U+0001F64F> https://t.co/TyRBTWSHMT,Neutral
@EdenTrainingUK @amazon @Love2shop_UK #win,positive
RT @EdenTrainingUK: We are so happy with our new website we are running a #competition! For a chance to win a £50 @amazon voucher / @Love2s…,positive
"RT @ValaAfshar: .@Netflix did not kill blockbuster. Ridiculous late fees did.

@Uber did not kill taxi business. Limited access and fare co…",negative
"<U+5165><U+8377><U+3057><U+307E><U+3057><U+305F>!<U+300C>2018-2019<U+5E74><U+9650><U+5B9A><U+7248> #<U+30A2><U+30F3><U+30B7><U+30A7><U+30F3><U+30C8><U+30E1><U+30E2><U+30EA><U+30FC><U+30AA><U+30A4><U+30EB> #Charisma Oil( #<U+30AB><U+30EA><U+30B9><U+30DE> <U+30AA><U+30A4><U+30EB>)<U+4EBA><U+683C><U+3084><U+5916><U+898B><U+3092><U+62B5><U+6297><U+3057><U+304C><U+305F><U+3044><U+307B><U+3069><U+9B45><U+529B><U+7684><U+306B><U+3055><U+305B><U+308B><U+300D> <U+3092> 5,184<U+5186> <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/Mfm60Ipw3h",positive
@lilyBFrancis @amazon @AmazonKindle @VendrediLecture @sudouest La couverture est superbe <U+0001F44C>,Neutral
@lilyBFrancis @amazon @AmazonKindle @VendrediLecture @sudouest Un sujet qui me touche personnellement. Merci de don… https://t.co/KdMBM4oerm,Neutral
<U+300C><U+30B3><U+30DF><U+30E5><U+30CB><U+30C6><U+30A3><U+5FC3><U+7406><U+5B66><U+2015><U+5730><U+57DF><U+81E8><U+5E8A><U+306E><U+7406><U+8AD6><U+3068><U+5B9F><U+8DF5><U+300D> <U+3092> 3000 <U+3067>@amazon<U+304B><U+3089><U+51FA><U+54C1><U+3057><U+307E><U+3057><U+305F> https://t.co/hSTuwm0UKy,Neutral
@amazonIN @amazon @AmazonINoffers FALSE CASH BACK Promise. No Full cash back received for https://t.co/HNRz43k0zX O… https://t.co/IQYoHAyJ56,positive
"Wird heute nicht mehr ankommen, da immer noch nicht versendet. So viel zum Thema „Garantiertes Lieferdatum“ von @Amazon (@AmazonHelp)",Neutral
"RT @kmproducts2017: Womens REAL GIRLS T-SHIRT KnM
#womenswear #womensstyle #womensclothing #realwomen #realgirls #Amazon 

https://t.co/1uj…",Neutral
RT @KZ_Howell: The NSA is persistent. They hire a protégé of Professor Bench to keep the Dream State program alive and working towards a wo…,Neutral
"@VR_Travelling @amazon @VR_Travelling You can track parcels via Track &amp; Trace codes. Like we said, we're very sorry… https://t.co/KMG3X4cMUi",positive
RT @OliverMcGee: @SaraCarterDC @RealCandaceO @charliekirk11 @DonaldJTrumpJr @FoxNews .@Amazon 2012! “Jumping The Aisle: How I Became a Blac…,Neutral
RT @readtiafanning: Now on #Amazon! Jayden's New Adventures (Jayden and Rylee) by Ilene Goff Kaufmann <U+0001F4DA> https://t.co/HD2afS1bl8 via @amazon…,Neutral
RT @sandrayearman: The Faces Of The Damned / Demonic army…By Sandra Yearman   https://t.co/T0Xlq1WxmG via @amazon #series #fantasy #amreadi…,negative
"RT @GetWaterSmart: Like it or not, @amazon and other services have trained a generation of consumers to expect more of what they can do onl…",positive
RT @middletonjenni2: In Your Shadow J Middleton https://t.co/NZO7aZgQ8Z via @amazon,Neutral
@mark_riedl @NipsConference @facebook @IBMResearch @Microsoft @amazon @NvidiaAI @intel @Uber @DeepMindAI @Apple… https://t.co/qVptmSHiAp,Neutral
"Amor urgente, amor latente, amor diario, amor ausente, amor de siempre, amor imaginado, amor vivido, amor casado, a… https://t.co/3EGjI7cdeL",Neutral
"@AmazonHelp I can understand the resolution provided is the best you can offer , SO I WANT \NOBODY GET AS DISAPPOIN… https://t.co/hkzE0ShZYi""",positive
RT @middletonjenni2: In Your Shadow J Middleton https://t.co/NZO7aZgQ8Z via @amazon,Neutral
RT @sandrayearman: The Faces Of The Damned / Demonic army…By Sandra Yearman   https://t.co/T0Xlq1WxmG via @amazon #series #fantasy #amreadi…,negative
"RT @bawardik: <U+0648><U+0635><U+0644><U+062A><U+0646><U+064A> <U+0637><U+0644><U+0628><U+064A><U+0629> <U+0645><U+0646> @amazon <U+0645><U+0643><U+0633><U+0648><U+0631><U+0647> <U+0642><U+062F><U+0645><U+062A> <U+0634><U+0643><U+0648><U+0649> <U+0648><U+0631><U+062C><U+0639> <U+0627><U+0644><U+0645><U+0628><U+0644><U+063A> <U+0641><U+064A> <U+062E><U+0645><U+0633> <U+062F><U+0642><U+0627><U+064A><U+0642> <U+0648><U+0628><U+062F><U+0648><U+0646> <U+0637><U+0644><U+0628> <U+0625><U+062B><U+0628><U+0627><U+062A> <U+0627><U+0648> <U+0635><U+0648><U+0631>.
<U+0631><U+0643><U+0628><U+062A> <U+0633><U+062A> <U+0633><U+0627><U+0639><U+0627><U+062A> <U+0645><U+0639> @Saudi_Airlines <U+0648><U+0663>…",Neutral
"RT @sandrayearman: Tyrants, Dictators And Kings/ Politicians And Kings…By Sandra Yearman
https://t.co/7iPyPOa3oc via @amazon https://t.co/D…",Neutral
RT @sandrayearman: Armada Of The Dead / Kingdoms betrayed…By Sandra Yearman   https://t.co/pnsbqSsRW0 via @amazon #series #fantasy #amreadi…,negative
RT @MattStocker7: Love and Death at the Renaissance Fair #books #bookdeal https://t.co/OV5HGTtdIx via @amazon,positive
@AdamBunnnnn @amazon @AmazonUK @AmazonHelp Should do with game in future every times ive pre ordered with them its… https://t.co/cYoGwutcij,Neutral
@IARTG @amazon Thanks for the generous RT. Do have a lovely weekend.,positive
"RT @DebsNovels: While exploring the attic, he discovers an old radio 'cool' enough to put in his bedroom - things begin to happen. Strange…",positive
"RT @BecTimberlake: Today is five years since Independent Will's release! Originally it was only available in ebook format, so to celebrate,…",positive
"RT @persimew: #IAN1 #IARTG #BYNR #horror #gothic  https://t.co/PN2W3HJHTW #free with #kindleunlimited Angelica leaned over his wife, silk c…",positive
RT @sandrayearman: The Faces Of The Damned / Demonic army…By Sandra Yearman   https://t.co/T0Xlq1WxmG via @amazon #series #fantasy #amreadi…,negative
RT @the_best_offer: 29% OFF #sale #save #drone #quadcopter #minidrone #HolyStone @amazon Holy Stone HS170 Predator Mini RC Helicopter Drone…,positive
RT @middletonjenni2: In Your Shadow J Middleton https://t.co/NZO7aZgQ8Z via @amazon,Neutral
RT @the_best_offer: 29% OFF #sale #save #drone #quadcopter #minidrone #HolyStone @amazon Holy Stone HS170 Predator Mini RC Helicopter Drone…,positive
@jehmehta @GST_Council @askGST_GoI @amazonIN @Flipkart @amazon @OnePlus_IN I wanted to participate in Guiness World… https://t.co/D3yenaWo2s,Neutral
"RT @MobiHealthNews: .@amazon launches connected medical device brand focused on diabetes, cardiovascular disease https://t.co/kmNkQrQnSN",Neutral
@JeffBezos's Net Worth Down As Much As $14 #billion As @amazon Stock Drops https://t.co/AKwVLzPs6E #Bazaar #Bazaar… https://t.co/SMqk2JrqPy,positive
"@amazon @AmazonHelp I refused delivery Ms Divya where is the product, what are you going to pick up as a return, I do not understand !!!",negative
"@Samsung Galaxy A8s Official Teased - Upcoming Smartphone 2019
Video- https://t.co/stxJGCKSov
Website-… https://t.co/pzWF5vE30P",Neutral
"RT @HEARDatUNSW: My @audibleuk https://t.co/4dV0UDvVdV review - what's it like running a @nd hand bookstore given @Amazon? Access, low pric…",positive
RT @sandrayearman: Brother Kings ...The Warrior Series...Vol 1... by Sandra J Yearman https://t.co/JZWIp01HQW … via @amazon #series #fantas…,Neutral
"RT @HQDigitalUK: Share your review for It's A Wonderful Night, the feel-good new book by @be_the_spark on @Amazon https://t.co/n8sRy7ZOou #…",positive
17% OFF #sale #save #kitchenscissors @amazon Muclipkot Ultra Sharp Premium Heavy Duty Multi-Functional Shears https://t.co/2SLh6tLQU6,positive
29% OFF #sale #save #drone #quadcopter #minidrone #HolyStone @amazon Holy Stone HS170 Predator Mini RC Helicopter D… https://t.co/4tbHCNEHGk,positive
RT @SMichaelDesigns: S.Michael Designs Stainless Steel Crystal Drop Dangle Earrings S.Michael Desi... https://t.co/mevU7xYYvN via @amazon,positive
"RT @HQDigitalUK: Share your reviews for Goodbye for Now, the great new book by @MikeHollows on @Amazon https://t.co/Sg5mNMH1pW #GoodbyeForN…",positive
$SHLD Tweetinvestor Thanks @amazon https://t.co/N933rHE7jc,Neutral
@amazonIN Time + X = Timex @amazonIN @amazon <U+0001F4E3> #GreatestFestiveSale https://t.co/M0m7EaPchy,Neutral
"RT @AmazonEnLucha: Dígale adiós al éxito de ventas de @Amazon
<U+0001F4CC> El gigante del comercio electrónico es conocido por el crecimiento masivo d…",Neutral
RT @KinglyT: My Mind Selective Records https://t.co/NQiQ5XIwrg via @amazon,positive
"RT @KZ_Howell: Messages passed down through the centuries in legend and stone.
Technology left behind by ancient visitors. 
The line betwee…",Neutral
"RT @ConstanceCorne9: Captivating/ Inspirational &amp; Very Moving
Getting lost in the Amazon Jungle after crashing his plane.
Not knowing the l…",Neutral
"RT @AmazonEnLucha: Dígale adiós al éxito de ventas de @Amazon
<U+0001F4CC> El gigante del comercio electrónico es conocido por el crecimiento masivo d…",Neutral
@Amazon se lance dans l #assurance en saluant avec @AvivaFrance ... mais où vont ils s'arrêter ? https://t.co/F6c4gyrgST,positive
RT @DJBlackmore1: Folly D. J. Blackmore https://t.co/G4dLADwz9V via @amazon,Neutral
RT @mdaly_margaret: Storm Island: A Kate Pomeroy Mystery (The Kate Pomeroy Mysteries Book 1) by L... https://t.co/dCqUrWryld via @amazon,negative
"@amazon we have two amazon accounts one of which is linked to my sons fire tablet, my partner has since taken out a… https://t.co/DD4gXxYeZf",Neutral
"Buy Now!
Last call at midnight could be fatal! TWELVE TO MURDER is a clever blend of comedy, #mystery &amp; sappy love… https://t.co/W3M1Lxw5HX",negative
